Date,Location,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,RainToday,RainTomorrow,ColourOfBoats,AverageTemp
4/7/2009,Tuas,0,1,3.4,NNE,22,NE,SSE,11,2,74,58,higH,HigH,4,5,No,No,blue,27.4
4/7/2009,Tuas,0,1,3.4,NNE,22,NE,SSE,11,2,74,58,higH,HigH,4,5,No,No,blue,27.4
4/7/2009,Changi,0,8,9.9,W,44,W,W,17,24,50,34,meD,med,0,1,,No,blue,28.2
4/7/2009,Sentosa,1.2,0.8,-2.4,SW,57,WSW,WSW,20,35,83,65,MeD,MED,5,7,Yes,No,blue,26.8
5/7/2009,Woodlands,0,7.2,10.7,ESE,31,ESE,WNW,17,17,39,29,meD,mED,0,0,No,No,white,32.7
5/7/2009,Sentosa,1,1.8,3.2,SW,41,SW,SSW,17,19,80,77,hIgH,HigH,7,7,No,No,red,26.3
5/7/2009,Changi,0,5.2,6.6,W,26,SW,SW,13,9,56,43,MeD,Med,7,7,No,No,grey,27.2
5/7/2009,Tuas,0,1,8.9,NE,22,ENE,NE,7,13,83,46,meD,meD,0,3,No,Yes,blue,27.7
6/7/2009,Tuas,4.2,2.6,2.7,NE,43,NE,W,17,17,96,68,low,mEd,8,7,Yes,Yes,grey,28.4
6/7/2009,Sentosa,0,2,4.9,WSW,46,W,SSW,24,20,76,69,HiGH,hIgh,3,7,,No,white,26
6/7/2009,Changi,0,1.4,7.2,ENE,24,SW,ESE,7,11,69,57,meD,meD,5,6,No,No,blue,27.7
6/7/2009,Woodlands,0,7,10.7,WNW,30,SE,WNW,15,13,39,31,meD,MeD,0,0,No,No,grey,32.4
7/7/2009,Changi,0,1.4,0,SSW,17,SSW,SSW,2,4,83,87,Med,med,8,8,No,Yes,grey,27.8
7/7/2009,Tuas,3.2,1.8,2,WNW,26,NNE,WNW,4,7,88,49,MEd,med,6,7,Yes,Yes,blue,27.5
7/7/2009,Sentosa,0.4,0.4,-9.1,N,33,NNW,WSW,6,9,75,47,higH,High,0,0,No,No,grey,26.2
7/7/2009,Woodlands,0,6,-10.8,SE,37,ESE,E,26,11,32,23,meD,Med,1,1,No,No,white,33.1
8/7/2009,Sentosa,0,1.6,8.8,NNE,43,N,N,11,22,79,42,HIGh,High,8,4,No,No,grey,25.4
8/7/2009,Tuas,1.2,0.8,-3,NE,31,NE,N,9,13,84,47,MeD,meD,5,7,Yes,Yes,white,28
8/7/2009,Woodlands,0,6.8,10.6,SE,37,SE,SSE,22,17,35,17,MED,MEd,6,5,,No,white,32.9
8/7/2009,Woodlands,0,6.8,10.6,SE,37,SE,SSE,22,17,35,17,MED,MEd,6,5,,No,white,32.9
8/7/2009,Changi,3.4,2.8,2.9,ESE,43,SSW,SE,9,15,68,52,HIgH,High,7,7,Yes,No,red,28.5
9/7/2009,Woodlands,0,7.2,10.8,ESE,35,SE,SE,20,17,32,15,MeD,Med,3,4,No,No,white,32.8
9/7/2009,Tuas,16,2.6,5,WSW,33,W,WNW,2,15,96,56,LoW,lOW,8,4,Yes,Yes,grey,28.4
9/7/2009,Changi,0,1.8,9.3,S,41,SW,SSE,9,15,69,47,hIgH,HIGh,2,2,No,No,blue,28.7
9/7/2009,Sentosa,0,2.2,8.3,N,50,NNE,N,13,19,74,45,hIgh,hIGh,6,3,No,No,blue,26
10/7/2009,Tuas,16.4,1.6,4.9,WSW,52,W,SW,9,15,78,84,LOW,MEd,6,7,Yes,Yes,red,27.9
10/7/2009,Changi,0,2.6,8.1,SSE,37,SSW,SSE,11,15,62,51,Med,mEd,4,6,,No,red,29.1
10/7/2009,Sentosa,0,2.4,0.7,NNE,63,N,NNE,20,31,72,55,HigH,hIgh,7,8,No,Yes,blue,26
10/7/2009,Woodlands,0,6.4,10.8,E,39,ESE,NW,15,19,34,26,mEd,MeD,1,0,No,No,blue,32.6
11/7/2009,Sentosa,2.2,3.8,1.1,,,N,N,50,57,56,56,Med,mEd,7,7,,No,red,26.7
11/7/2009,Changi,0,3.2,8.2,SSE,31,SW,S,11,9,66,51,mEd,mEd,1,3,No,No,blue,29
11/7/2009,Woodlands,0,5.8,10.7,N,35,ESE,N,15,20,51,42,meD,Med,1,3,No,No,white,33
11/7/2009,Tuas,4,1.8,7.3,WSW,22,NNE,WSW,4,9,85,50,MED,Med,3,2,Yes,No,grey,27.1
12/7/2009,Tuas,0,1.8,8.9,SSE,24,SSE,SE,7,6,87,44,HIGH,HIgh,1,1,,No,grey,26.3
12/7/2009,Changi,0,2.4,9.9,N,17,SW,NW,7,6,77,44,MeD,MEd,0,1,No,No,grey,28.6
12/7/2009,Sentosa,0.6,0.8,2.6,NW,59,NNW,NW,28,30,77,51,LOw,lOw,5,6,No,No,blue,27.4
12/7/2009,Woodlands,0,5.6,9.6,ENE,37,E,NNW,19,22,63,55,Med,meD,7,7,,No,blue,33
13/7/2009,Woodlands,0,4,7.7,NNW,30,SE,N,15,19,83,49,med,meD,7,5,,No,blue,33.3
13/7/2009,Changi,0,2.6,-10,W,26,S,WNW,2,13,73,35,med,MEd,0,1,No,No,blue,29.1
13/7/2009,Tuas,0,1.6,8.5,SSE,20,NE,SSE,9,11,90,51,hIgH,HIgh,4,1,No,No,red,25.5
13/7/2009,Tuas,0,1.6,8.5,SSE,20,NE,SSE,9,11,90,51,hIgH,HIgh,4,1,No,No,red,25.5
13/7/2009,Sentosa,0,3.6,3.8,W,50,N,NNW,22,24,76,60,Low,lOw,7,7,No,No,white,26.9
14/7/2009,Woodlands,0,4,10.6,ESE,41,ESE,NW,9,22,70,56,mED,mEd,3,1,No,No,grey,33.5
14/7/2009,Tuas,0,2.2,9.4,NNE,28,ESE,NE,6,11,87,51,higH,HIGh,1,0,No,No,red,25.6
14/7/2009,Woodlands,0,4,10.6,ESE,41,ESE,NW,9,22,70,56,mED,mEd,3,1,No,No,grey,33.5
14/7/2009,Sentosa,1,1.2,2,N,37,N,N,24,15,76,57,LOW,LOW,7,7,No,No,grey,26.3
14/7/2009,Changi,0,3,6.8,WNW,30,WSW,NW,7,11,55,55,MED,MeD,5,3,No,No,grey,28.4
14/7/2009,Changi,0,3,6.8,WNW,30,WSW,NW,7,11,55,55,MED,MeD,5,3,No,No,grey,28.4
15/7/2009,Sentosa,0,2.4,-2.6,N,30,N,S,15,7,78,49,low,MeD,7,5,No,No,white,26.4
15/7/2009,Changi,0,2.6,7.2,W,30,WSW,NW,4,9,63,32,meD,Med,0,2,,No,red,27.2
15/7/2009,Tuas,0,2.2,9.1,WNW,46,NE,N,17,20,62,25,mEd,mED,0,1,No,Yes,white,27.5
15/7/2009,Woodlands,0,5.8,-10.9,ESE,33,SE,SE,20,19,50,24,med,mEd,3,3,No,No,red,33.4
16/7/2009,Tuas,8.6,3.8,4.5,WSW,56,W,WNW,19,15,59,69,mEd,mED,7,6,Yes,Yes,red,28.1
16/7/2009,Sentosa,0,0.6,6.6,S,28,WSW,S,9,19,72,63,MeD,MED,7,2,No,No,grey,26.1
16/7/2009,Changi,0,1.6,8.8,W,39,W,WNW,13,22,61,50,MEd,Med,1,1,No,No,grey,27.8
16/7/2009,Sentosa,0,0.6,6.6,S,28,WSW,S,9,19,72,63,MeD,MED,7,2,No,No,grey,26.1
16/7/2009,Woodlands,0,7.2,11.1,ESE,35,SE,SSE,19,17,32,16,meD,med,1,1,No,No,red,32.7
17/7/2009,Sentosa,0,1,7.2,N,30,N,NE,9,2,85,55,HIGH,hIGh,3,7,,No,blue,25.8
17/7/2009,Tuas,7.8,2.6,5.7,SW,43,WSW,WSW,19,19,61,53,med,meD,5,6,,No,red,28.5
17/7/2009,Changi,0,6.2,10,W,33,WSW,SSW,15,7,57,40,mEd,med,1,1,No,No,white,27.8
17/7/2009,Woodlands,0,10.4,11.1,ESE,48,E,SW,28,9,32,18,MED,med,1,1,No,No,blue,32.3
18/7/2009,Tuas,0.2,2.4,4.7,NW,48,WNW,NNW,13,13,64,86,MED,mEd,6,7,No,Yes,white,29
18/7/2009,Sentosa,0,1.4,5.4,N,63,N,N,28,41,72,58,meD,MEd,4,7,No,No,blue,25.8
18/7/2009,Changi,0,4,9,NNW,19,SW,E,9,11,66,50,hIGh,HiGh,1,3,No,No,grey,28.3
18/7/2009,Woodlands,0,6.2,9.5,ESE,33,E,SE,24,17,63,37,mEd,meD,5,1,No,No,white,32.7
18/7/2009,Changi,0,4,9,NNW,19,SW,E,9,11,66,50,hIGh,HiGh,1,3,No,No,grey,28.3
19/7/2009,Sentosa,0,3,9.1,N,63,N,N,31,39,68,57,mEd,MED,3,7,No,No,red,26.7
19/7/2009,Woodlands,0,5.4,10.9,E,39,ENE,NNE,24,17,44,40,MeD,MED,2,0,No,No,white,33.8
19/7/2009,Changi,0,1.6,9.2,WNW,22,SSW,N,2,7,72,53,higH,hiGH,1,3,No,No,grey,29.1
19/7/2009,Tuas,30.6,3.6,3.6,NNW,50,SE,N,6,6,95,85,lOw,loW,7,6,Yes,Yes,white,27.5
20/7/2009,Changi,0,1.8,9.6,NNE,19,S,NE,2,9,58,48,HIgH,hIGH,1,1,,No,grey,28.5
20/7/2009,Tuas,24,2.8,4.9,WSW,63,W,WNW,20,22,62,59,LOw,lOW,7,4,Yes,Yes,blue,26.4
20/7/2009,Sentosa,0,5.8,8.6,N,74,N,N,48,46,48,31,Med,mEd,6,6,No,No,blue,28.2
20/7/2009,Woodlands,0,6,10.1,ENE,35,E,NNW,11,22,77,55,mED,med,3,2,,No,red,33.7
21/7/2009,Tuas,9.6,1.8,5.6,W,54,SW,SW,13,15,69,65,mED,mEd,4,5,Yes,Yes,blue,26.9
21/7/2009,Woodlands,0,4.8,10.5,NNW,26,ENE,NNW,13,22,74,53,MEd,med,3,5,No,No,white,33.6
21/7/2009,Changi,0,2.8,9.2,W,46,SW,ENE,9,11,81,52,hiGh,hIGH,1,1,No,No,blue,29.1
21/7/2009,Sentosa,0,8,6.1,N,78,N,N,50,54,36,28,meD,loW,5,5,,No,white,28.9
22/7/2009,Woodlands,0,6,9.7,E,31,E,NNW,13,20,77,57,MEd,mED,2,1,No,No,white,33.6
22/7/2009,Sentosa,0,4,2.8,NNW,57,NW,WNW,33,35,56,82,LoW,lOw,3,7,No,Yes,red,28
22/7/2009,Sentosa,0,4,2.8,NNW,57,NW,WNW,33,35,56,82,LoW,lOw,3,7,No,Yes,red,28
22/7/2009,Tuas,4,1.6,4.7,NNW,35,NNE,NNW,7,15,97,67,med,Med,6,5,,Yes,blue,27
22/7/2009,Changi,0,2.6,9.1,NNW,48,W,NW,4,9,62,43,mED,med,1,6,,No,white,29.5
23/7/2009,Woodlands,0,4.2,10.2,E,33,E,NNW,15,20,77,56,med,MED,2,1,No,No,grey,33.8
23/7/2009,Tuas,11,1.8,3.8,SSW,26,S,S,7,11,91,59,MeD,MED,7,7,,No,red,27.6
23/7/2009,Sentosa,15.6,3.4,6,S,41,WSW,SW,20,13,82,51,mEd,HiGh,7,5,Yes,No,white,26.2
23/7/2009,Changi,0,4,6.4,WSW,31,N,W,6,15,60,42,MED,MED,4,1,No,No,blue,30.9
24/7/2009,Woodlands,0,5.6,11,ESE,50,E,ENE,11,19,72,33,mED,mEd,1,1,No,No,blue,34.1
24/7/2009,Changi,0,4,9.6,SSE,24,SW,SE,9,9,46,34,High,hiGh,1,2,No,No,red,28.7
24/7/2009,Sentosa,0,1.8,6.1,N,59,NNW,NNW,22,22,77,43,HigH,high,1,7,No,No,grey,25.1
24/7/2009,Tuas,0,1.6,9,WSW,30,S,SW,6,20,84,44,hiGH,hIgH,1,3,No,Yes,grey,25.6
25/7/2009,Changi,0,3.4,8.9,S,28,SW,ESE,7,17,69,53,hIgh,high,3,2,No,No,grey,28.6
25/7/2009,Sentosa,0,3.4,5.6,N,65,N,N,43,28,57,49,HIgH,hIGh,7,5,,No,white,25.6
25/7/2009,Woodlands,0,7.6,10.1,NS,41,S,NW,13,24,75,41,med,meD,3,5,,No,grey,34
25/7/2009,Tuas,1.6,4.2,-8.7,SW,37,SSE,S,9,13,74,46,High,high,1,4,,No,white,26.2
26/7/2009,Changi,0,3,9.2,NNE,22,WSW,NNE,9,9,77,55,HiGh,MEd,6,6,No,No,red,29.1
26/7/2009,Woodlands,0,7,10.9,NNW,43,NE,NNW,13,20,69,55,Med,meD,2,2,No,No,red,33.7
26/7/2009,Sentosa,0,4,7.2,N,56,N,NNW,33,19,66,39,MEd,med,6,7,,No,grey,26.5
26/7/2009,Tuas,0,1.2,4.9,S,22,ESE,SW,11,13,65,53,hIgh,HigH,5,6,No,No,red,25.2
27/7/2009,Tuas,0,1.2,2.8,S,15,NE,SE,9,6,75,58,HigH,hIGH,6,7,No,No,blue,26.1
27/7/2009,Woodlands,0,6.4,-8.8,ESE,44,E,ESE,9,24,64,19,MeD,mEd,6,6,No,No,red,33.8
27/7/2009,Changi,0.2,3.2,9.9,W,39,NW,W,6,15,66,30,Med,med,1,0,No,No,red,29.4
27/7/2009,Sentosa,0,2.8,5.1,W,56,N,W,30,28,64,68,meD,med,4,7,,No,grey,27
28/7/2009,Changi,0,5.2,10.1,WSW,19,SW,W,9,7,54,32,HiGH,high,1,1,No,No,red,28.7
28/7/2009,Woodlands,0,5,10.7,SE,44,SE,E,22,33,39,13,MED,mED,5,1,,No,blue,33.8
28/7/2009,Sentosa,0,2.8,7.2,NNW,44,N,NNW,20,28,72,58,Med,High,1,7,No,No,blue,26.7
28/7/2009,Tuas,0,1.2,7.5,SSE,20,NE,SSW,7,7,89,49,HiGh,hIGh,3,1,No,No,red,26.1
29/7/2009,Sentosa,0,1.2,4.4,W,37,N,W,13,20,71,52,hiGH,hIGH,6,7,No,No,red,27.2
29/7/2009,Woodlands,0,7.8,-11.1,ESE,41,SE,S,28,15,30,14,Med,mEd,3,2,No,No,red,33
29/7/2009,Tuas,0,1.8,9.4,SW,22,SE,WSW,6,11,83,45,higH,hIGh,1,1,No,No,red,26.5
29/7/2009,Sentosa,0,1.2,4.4,W,37,N,W,13,20,71,52,hiGH,hIGH,6,7,No,No,red,27.2
29/7/2009,Changi,0,2.4,10,W,20,SW,W,9,11,65,35,HiGh,High,1,1,No,No,red,28.5
30/7/2009,Changi,0,3,9.6,NE,19,SW,NE,9,9,65,45,high,HigH,1,1,No,No,white,28.3
30/7/2009,Changi,0,3,9.6,NE,19,SW,NE,9,9,65,45,high,HigH,1,1,No,No,white,28.3
30/7/2009,Woodlands,0,9.4,10.9,E,48,SE,SE,24,20,34,19,mEd,meD,3,3,No,No,grey,32.3
30/7/2009,Tuas,0,2,9.6,S,19,ENE,SW,6,11,80,42,HiGh,HIgH,1,1,No,No,blue,27.3
30/7/2009,Sentosa,0.4,2.2,3.9,W,37,N,NNW,20,20,73,52,HiGH,higH,7,7,,Yes,red,27.3
31/7/2009,Woodlands,0,7.8,10.5,ESE,48,SE,SE,24,20,36,20,Med,meD,1,2,No,No,white,32.7
31/7/2009,Sentosa,7.2,3.4,6.5,W,41,NW,WSW,17,24,74,46,MeD,hIGh,3,5,,No,grey,27.1
31/7/2009,Changi,0,3,10.2,W,28,SW,WNW,7,7,61,30,hiGh,HigH,0,0,No,No,red,28.2
31/7/2009,Tuas,0,2.4,9.7,SSW,19,,S,0,11,74,38,higH,HIgH,1,0,,No,white,27
31/7/2009,Woodlands,0,7.8,10.5,ESE,48,SE,SE,24,20,36,20,Med,meD,1,2,No,No,white,32.7
1/8/2009,Changi,0,3.2,9.8,W,19,SW,ENE,9,11,60,52,hIGH,hiGh,1,1,No,No,grey,28.5
1/8/2009,Tuas,0,1,8.6,S,28,,SW,0,15,76,53,hIGH,high,0,1,,No,grey,26.5
1/8/2009,Woodlands,0,8.6,10.9,ESE,52,SE,SE,20,15,27,21,Med,MEd,1,0,No,No,red,33.1
1/8/2009,Sentosa,0.2,1.6,3.8,W,44,N,W,17,24,64,53,hIGh,hIgH,6,7,No,No,red,27.6
1/8/2009,Sentosa,0.2,1.6,3.8,W,44,N,W,17,24,64,53,hIGh,hIgH,6,7,No,No,red,27.6
2/8/2009,Sentosa,0.4,2.4,3.4,NNW,63,NNW,N,28,30,69,46,HIGh,hIGh,7,7,No,Yes,red,27.8
2/8/2009,Woodlands,0,7.6,10.9,E,37,SE,WNW,13,19,40,26,Med,MeD,1,2,No,No,grey,33.4
2/8/2009,Changi,0,5.4,10,SSW,20,SW,NNE,9,9,69,42,hIGH,hiGH,1,1,No,No,red,28.7
2/8/2009,Tuas,0,3.6,9.3,ESE,19,NE,N,4,7,84,42,High,higH,4,5,,No,white,26.9
3/8/2009,Sentosa,3.2,3.6,7.1,W,93,W,NW,20,13,65,35,hIGh,HIgH,1,6,,No,grey,26.8
3/8/2009,Changi,0,3.2,9.1,WNW,24,SSW,WNW,6,11,73,36,HIGh,HIgH,0,0,No,No,blue,29.2
3/8/2009,Tuas,0,2.6,8.2,SW,22,ENE,SW,6,7,79,44,HIgh,HiGh,1,2,,No,grey,27.2
3/8/2009,Woodlands,0,5.8,10.6,ESE,41,SE,ENE,20,20,41,25,Med,MeD,5,4,No,No,white,32.7
4/8/2009,Woodlands,0,6.2,11.1,SE,35,E,NNW,20,22,54,31,MeD,MeD,1,1,No,No,grey,33.8
4/8/2009,Sentosa,0,3.8,2.5,N,50,N,NW,35,24,58,62,mEd,MeD,7,7,,Yes,white,26.6
4/8/2009,Changi,0,3,9.8,NE,22,SW,NE,7,11,66,52,HIgH,hIgh,5,7,No,No,red,28.7
4/8/2009,Tuas,0,3.2,8.9,WSW,19,E,SW,4,4,92,43,HIgh,Med,4,1,No,No,grey,27.3
5/8/2009,Sentosa,5.2,1.4,7.2,N,50,N,NNW,28,19,75,55,meD,MED,6,7,Yes,No,white,27
5/8/2009,Changi,0,2.8,9.8,ENE,22,SW,ENE,9,13,69,46,MeD,med,6,1,No,No,white,29.3
5/8/2009,Woodlands,0,5.8,10.6,ESE,35,ENE,NNW,11,22,71,45,med,MEd,1,0,No,No,blue,33.1
5/8/2009,Tuas,0,1.6,5.6,WNW,37,NNE,NW,7,17,75,58,MED,mED,4,6,No,Yes,grey,27.7
6/8/2009,Changi,0,2.8,10.1,ESE,26,SW,ENE,9,13,72,49,HIGH,HiGh,1,1,No,No,red,29.2
6/8/2009,Sentosa,0,4.4,1.1,N,80,N,N,50,44,50,45,MEd,mED,7,7,No,No,grey,28.1
6/8/2009,Tuas,5.4,2.4,6.3,NW,48,S,WSW,13,4,91,56,MeD,MED,7,1,Yes,No,blue,28.9
6/8/2009,Woodlands,0,6.2,-10.9,ENE,39,,WNW,0,22,72,29,MED,MeD,0,0,No,No,blue,33
7/8/2009,Changi,0,3.6,-10,ENE,19,SW,NNE,7,9,73,50,MeD,Med,1,1,No,No,red,29.3
7/8/2009,Sentosa,1,4.6,7.9,SW,87,WSW,SW,35,31,65,41,MED,meD,4,4,No,No,blue,27.2
7/8/2009,Sentosa,1,4.6,7.9,SW,87,WSW,SW,35,31,65,41,MED,meD,4,4,No,No,blue,27.2
7/8/2009,Changi,0,3.6,-10,ENE,19,SW,NNE,7,9,73,50,MeD,Med,1,1,No,No,red,29.3
7/8/2009,Tuas,0,3,5.6,NW,20,NE,NNW,7,4,89,52,MeD,MeD,6,0,No,Yes,blue,27.4
7/8/2009,Woodlands,0,6.8,11.1,ENE,33,SE,NNW,6,19,52,41,mED,MEd,1,1,,No,blue,32.6
8/8/2009,Changi,0,2.8,10,E,28,SW,E,9,15,69,47,MeD,Med,1,1,No,No,red,29.1
8/8/2009,Tuas,2.4,0.8,3,SSW,24,ESE,WNW,2,7,92,76,Med,MED,8,7,Yes,Yes,grey,29
8/8/2009,Woodlands,0,6.2,10.9,NW,35,E,NNW,11,24,62,41,meD,MEd,3,1,No,No,grey,33.1
8/8/2009,Sentosa,0,3.8,9.7,N,41,N,NW,24,22,67,29,High,hIgH,1,7,No,No,white,25.8
9/8/2009,Tuas,1.6,1,4.8,ENE,24,E,ENE,9,13,78,62,mEd,med,6,7,,Yes,grey,29
9/8/2009,Changi,0,5,9.8,NE,19,SW,NE,11,9,59,43,med,mEd,1,1,,No,grey,28.3
9/8/2009,Sentosa,0,4.8,3.8,N,61,N,N,37,35,54,39,mEd,meD,7,7,,No,grey,26.1
9/8/2009,Woodlands,0,5.6,11.1,NNW,35,ESE,N,11,20,64,46,mED,mED,0,0,No,No,white,33.4
10/8/2009,Sentosa,0,3.2,0,N,35,N,E,13,17,68,50,mEd,meD,8,7,No,No,red,26.5
10/8/2009,Tuas,2,3,-4.6,WSW,50,N,WSW,17,26,94,74,loW,lOw,8,6,,Yes,red,29.2
10/8/2009,Woodlands,0,5.8,11,WNW,33,ENE,NNW,15,20,61,34,Med,MED,0,0,No,No,blue,34
10/8/2009,Changi,0,2.6,10.1,ENE,22,SSW,ENE,6,13,71,48,high,hIgh,4,1,No,No,blue,28.7
11/8/2009,Changi,0,2.4,10.1,NE,24,SW,NE,6,13,70,40,HIGH,MEd,1,1,No,No,red,28.9
11/8/2009,Sentosa,0.6,1.2,2.7,N,48,W,NE,7,7,80,59,LOw,MED,8,7,No,Yes,white,27.2
11/8/2009,Tuas,10,3.4,1.8,NNE,26,N,NW,4,9,77,59,Med,MED,7,6,,Yes,grey,27.9
11/8/2009,Woodlands,0,7.4,10.9,N,35,SSE,NNW,2,22,67,53,meD,MeD,1,1,No,No,grey,33.3
12/8/2009,Changi,0,3.6,-6.9,E,56,SSW,NE,6,13,75,62,MEd,MEd,7,4,,Yes,red,29.6
12/8/2009,Woodlands,0,6.6,8.8,W,43,E,NNW,15,19,65,64,mED,mED,1,6,No,No,red,33.1
12/8/2009,Sentosa,5.8,0.6,0.8,SSE,26,NW,S,11,17,89,83,MED,meD,8,8,Yes,No,grey,25.9
12/8/2009,Tuas,11,1.8,5.1,WSW,39,W,WNW,11,20,83,46,LOW,MEd,7,5,Yes,Yes,blue,28.5
13/8/2009,Changi,2.8,3,10,NE,19,ESE,NNE,2,9,67,51,Med,Med,1,1,Yes,No,red,30.1
13/8/2009,Woodlands,0,4,-10.9,NNE,33,ESE,NW,11,20,69,40,MED,med,1,1,,No,blue,33.4
13/8/2009,Woodlands,0,4,-10.9,NNE,33,ESE,NW,11,20,69,40,MED,med,1,1,,No,blue,33.4
13/8/2009,Sentosa,0.4,0.6,7.6,WSW,37,N,SW,17,11,81,61,mED,meD,2,7,,No,red,27.7
13/8/2009,Tuas,1.4,2.4,6,NW,54,N,WNW,11,20,73,72,LOw,lOw,6,7,Yes,Yes,grey,28.9
14/8/2009,Changi,0,2.8,9.5,W,30,SW,SSW,7,7,53,22,Med,mEd,1,0,No,No,white,30.4
14/8/2009,Woodlands,0,5.6,10.1,NNE,43,SE,NNE,17,20,76,42,mED,meD,2,3,No,No,grey,33.9
14/8/2009,Sentosa,1,1.8,-9.7,N,61,N,NE,13,20,71,39,mEd,MeD,6,5,,No,grey,27.8
14/8/2009,Changi,0,2.8,9.5,W,30,SW,SSW,7,7,53,22,Med,mEd,1,0,No,No,white,30.4
14/8/2009,Tuas,13.6,4,4.3,NNW,65,NW,WNW,22,28,74,65,lOW,lOW,7,7,,Yes,red,29.4
15/8/2009,Changi,0,4,10.5,NNE,20,SSW,NE,7,11,68,48,med,meD,1,1,No,No,red,29.3
15/8/2009,Tuas,7.4,1.8,6.9,W,56,WSW,WSW,28,26,59,43,lOW,mED,6,4,Yes,Yes,white,26.8
15/8/2009,Woodlands,0,4.8,10.3,ENE,33,ENE,NNW,9,20,74,53,MeD,mED,1,2,No,No,blue,33.9
15/8/2009,Sentosa,0,4,6.5,N,89,N,N,61,59,58,46,mEd,meD,5,2,No,No,red,28.2
16/8/2009,Changi,0,4,10.8,NNE,24,S,NNE,4,15,68,51,HIgh,Med,0,0,No,No,white,29.7
16/8/2009,Sentosa,0,7.4,5.6,N,98,N,NW,50,28,49,49,LoW,Low,7,6,No,Yes,blue,28.2
16/8/2009,Woodlands,0,6.4,10.8,NE,43,NE,NNW,9,24,73,44,Med,mED,2,1,No,No,blue,33.6
16/8/2009,Tuas,3.4,1.2,5.7,WSW,43,NE,W,6,11,87,64,meD,Med,7,6,,Yes,blue,28
17/8/2009,Woodlands,0,6.8,11,NNE,41,ENE,NNW,19,13,70,27,Med,MED,1,1,No,No,red,34.4
17/8/2009,Changi,0,4.6,10.4,W,41,SW,ENE,7,9,69,52,meD,MeD,0,1,No,No,white,30.5
17/8/2009,Sentosa,5.4,4,8.4,NW,61,WNW,W,28,26,58,26,med,MEd,2,7,Yes,No,white,27.4
17/8/2009,Tuas,8.6,3.2,8.2,WNW,33,NE,NW,9,15,83,49,MeD,MeD,4,2,,No,grey,28.5
18/8/2009,Changi,0.2,5,10.6,E,31,SSW,ESE,7,17,50,32,hIgH,High,1,1,No,No,blue,29.9
18/8/2009,Sentosa,0,3.8,7.9,N,41,NNW,NNE,19,22,68,50,HigH,HigH,6,3,No,No,red,27
18/8/2009,Woodlands,0,6.8,10.8,ESE,56,SE,NE,15,31,72,25,MeD,meD,0,1,No,No,blue,34.1
18/8/2009,Changi,0.2,5,10.6,E,31,SSW,ESE,7,17,50,32,hIgH,High,1,1,No,No,blue,29.9
18/8/2009,Tuas,0.4,1.8,4.6,NW,43,N,WNW,11,15,88,71,low,mEd,5,5,No,Yes,white,28.1
18/8/2009,Tuas,0.4,1.8,4.6,NW,43,N,WNW,11,15,88,71,low,mEd,5,5,No,Yes,white,28.1
19/8/2009,Woodlands,0,9,11.1,ENE,52,ENE,ENE,15,17,66,21,MEd,med,0,0,No,No,red,33.8
19/8/2009,Woodlands,0,9,11.1,ENE,52,ENE,ENE,15,17,66,21,MEd,med,0,0,No,No,red,33.8
19/8/2009,Changi,0,5.2,10.5,SE,24,SW,E,9,7,58,43,hiGh,HIGh,1,1,,No,white,29.3
19/8/2009,Sentosa,0,2.6,7.8,N,69,N,N,31,37,59,40,HiGh,hIGh,0,3,No,Yes,blue,27.9
19/8/2009,Tuas,13.6,1.8,5.1,W,31,NNE,W,9,15,90,57,meD,MED,5,5,Yes,Yes,white,28.9
20/8/2009,Changi,0,3.4,9.4,E,22,SW,NNE,7,7,68,41,HiGH,MeD,1,6,No,No,blue,29.1
20/8/2009,Sentosa,2.8,6,6.3,N,70,NNE,N,22,43,84,43,meD,mED,7,6,,No,red,28.1
20/8/2009,Woodlands,0,8.4,11,ENE,48,E,NNE,17,30,77,38,MEd,med,2,1,No,No,grey,33.8
20/8/2009,Tuas,4.8,2.8,0.1,W,41,WNW,WSW,11,11,86,93,MEd,meD,7,8,Yes,Yes,white,28.8
21/8/2009,Tuas,16.2,1.6,7.7,WSW,43,NNE,WSW,6,20,81,47,MED,meD,5,5,Yes,Yes,grey,27.7
21/8/2009,Changi,0,4.4,10.2,ENE,28,,NNE,0,15,63,64,Med,mED,0,1,,No,red,29.8
21/8/2009,Sentosa,1,3.4,7.3,W,93,N,WSW,39,43,61,40,LOW,LoW,7,6,No,No,white,28.2
21/8/2009,Woodlands,0,7.6,11,NNE,43,ENE,NNW,15,26,67,34,mED,med,0,1,No,No,white,34.2
21/8/2009,Woodlands,0,7.6,11,NNE,43,ENE,NNW,15,26,67,34,mED,med,0,1,No,No,white,34.2
22/8/2009,Tuas,3.6,2.4,3.2,SW,46,W,W,17,19,77,67,MED,MED,7,8,Yes,Yes,blue,28.3
22/8/2009,Woodlands,0,6.8,10.9,N,44,ESE,NNW,9,26,65,33,mED,Med,3,2,,No,white,34.2
22/8/2009,Sentosa,0.2,4.4,10,N,63,N,N,24,37,62,36,LoW,Low,0,6,No,No,blue,26.5
22/8/2009,Woodlands,0,6.8,10.9,N,44,ESE,NNW,9,26,65,33,mED,Med,3,2,,No,white,34.2
